ac;ac_sn;;;;;;;;;;;;;;;;;;;;;;
TC-KHG;5459;;;;;;;;;;;;;;;;;;;;;;
TC-KLN;5914;;;;;;;;;;;;;;;;;;;;;;
TC-KUT;5946;;;;;;;;;;;;;;;;;;;;;;
TC-LAA;560-0212;;;;;;;;;;;;;;;;;;;;;;
TC-LAB;560-0216;;;;;;;;;;;;;;;;;;;;;;
TC-LAE;44656;;;;;;;;;;;;;;;;;;;;;;
TC-LAF;65741;;;;;;;;;;;;;;;;;;;;;;
TC-LAG;61810;;;;;;;;;;;;;;;;;;;;;;
TC-LAH;61845;;;;;;;;;;;;;;;;;;;;;;
TC-LAI;64947;;;;;;;;;;;;;;;;;;;;;;
TC-LAJ;61811;;;;;;;;;;;;;;;;;;;;;;
TC-LAK;61848;;;;;;;;;;;;;;;;;;;;;;
TC-LCA;60032;;;;;;;;;;;;;;;;;;;;;;
TC-LCB;60033;;;;;;;;;;;;;;;;;;;;;;
TC-LCC;60034;;;;;;;;;;;;;;;;;;;;;;
TC-LCD;60035;;;;;;;;;;;;;;;;;;;;;;
TC-LCE;60036;;;;;;;;;;;;;;;;;;;;;;
TC-LCF;60037;;;;;;;;;;;;;;;;;;;;;;
TC-LCG;60038;;;;;;;;;;;;;;;;;;;;;;
TC-LCH;60040;;;;;;;;;;;;;;;;;;;;;;
TC-LCI;60042;;;;;;;;;;;;;;;;;;;;;;
TC-LCJ;60052;;;;;;;;;;;;;;;;;;;;;;
TC-LCK;60053;;;;;;;;;;;;;;;;;;;;;;
TC-LCL;60054;;;;;;;;;;;;;;;;;;;;;;
TC-LCM;60055;;;;;;;;;;;;;;;;;;;;;;
TC-LCN;60056;;;;;;;;;;;;;;;;;;;;;;
TC-LCO;60057;;;;;;;;;;;;;;;;;;;;;;
TC-LCP;60058;;;;;;;;;;;;;;;;;;;;;;
TC-LCR;60059;;;;;;;;;;;;;;;;;;;;;;
TC-LCS;60060;;;;;;;;;;;;;;;;;;;;;;
TC-LCT;60061;;;;;;;;;;;;;;;;;;;;;;
TC-LCU;60068;;;;;;;;;;;;;;;;;;;;;;
TC-LER;646;;;;;;;;;;;;;;;;;;;;;;
TC-LGA;00403;;;;;;;;;;;;;;;;;;;;;;
TC-LGB;00421;;;;;;;;;;;;;;;;;;;;;;
TC-LGC;00435;;;;;;;;;;;;;;;;;;;;;;
TC-LGD;00442;;;;;;;;;;;;;;;;;;;;;;
TC-LGE;00454;;;;;;;;;;;;;;;;;;;;;;
TC-LGF;00496;;;;;;;;;;;;;;;;;;;;;;
TC-LGG;00565;;;;;;;;;;;;;;;;;;;;;;
TC-LGH;00596;;;;;;;;;;;;;;;;;;;;;;
TC-LGI;00457;;;;;;;;;;;;;;;;;;;;;;
TC-LGJ;00463;;;;;;;;;;;;;;;;;;;;;;
TC-LGK;00471;;;;;;;;;;;;;;;;;;;;;;
TC-LGL;00493;;;;;;;;;;;;;;;;;;;;;;
TC-LJA;44121;;;;;;;;;;;;;;;;;;;;;;
TC-LJB;44124;;;;;;;;;;;;;;;;;;;;;;
TC-LJC;44123;;;;;;;;;;;;;;;;;;;;;;
TC-LJD;44125;;;;;;;;;;;;;;;;;;;;;;
TC-LJE;44126;;;;;;;;;;;;;;;;;;;;;;
TC-LJF;44127;;;;;;;;;;;;;;;;;;;;;;
TC-LJG;44128;;;;;;;;;;;;;;;;;;;;;;
TC-LJH;44129;;;;;;;;;;;;;;;;;;;;;;
TC-LJI;44130;;;;;;;;;;;;;;;;;;;;;;
TC-LJJ;60405;;;;;;;;;;;;;;;;;;;;;;
TC-LJK;60402;;;;;;;;;;;;;;;;;;;;;;
TC-LJL;60403;;;;;;;;;;;;;;;;;;;;;;
TC-LJM;60404;;;;;;;;;;;;;;;;;;;;;;
TC-LJN;65742;;;;;;;;;;;;;;;;;;;;;;
TC-LJO;65743;;;;;;;;;;;;;;;;;;;;;;
TC-LJP;65744;;;;;;;;;;;;;;;;;;;;;;
TC-LJR;66578;;;;;;;;;;;;;;;;;;;;;;
TC-LJS;66579;;;;;;;;;;;;;;;;;;;;;;
TC-LJT;66580;;;;;;;;;;;;;;;;;;;;;;
TC-LKA;41818;;;;;;;;;;;;;;;;;;;;;;
TC-LKB;41819;;;;;;;;;;;;;;;;;;;;;;
TC-LKC;42097;;;;;;;;;;;;;;;;;;;;;;
TC-LKD;35783;;;;;;;;;;;;;;;;;;;;;;
TC-LKE;32729;;;;;;;;;;;;;;;;;;;;;;
TC-LKF;32714;;;;;;;;;;;;;;;;;;;;;;
TC-LLA;65801;;;;;;;;;;;;;;;;;;;;;;
TC-LLB;65802;;;;;;;;;;;;;;;;;;;;;;
TC-LLC;65803;;;;;;;;;;;;;;;;;;;;;;
TC-LLD;65804;;;;;;;;;;;;;;;;;;;;;;
TC-LLE;65805;;;;;;;;;;;;;;;;;;;;;;
TC-LLF;65806;;;;;;;;;;;;;;;;;;;;;;
TC-LLG;65807;;;;;;;;;;;;;;;;;;;;;;
TC-LLH;65808;;;;;;;;;;;;;;;;;;;;;;
TC-LLI;65809;;;;;;;;;;;;;;;;;;;;;;
TC-LLJ;65810;;;;;;;;;;;;;;;;;;;;;;
TC-LLK;65811;;;;;;;;;;;;;;;;;;;;;;
TC-LLM;65812;;;;;;;;;;;;;;;;;;;;;;
TC-LLN;65813;;;;;;;;;;;;;;;;;;;;;;
TC-LLO;65814;;;;;;;;;;;;;;;;;;;;;;
TC-LLP;65815;;;;;;;;;;;;;;;;;;;;;;
TC-LLR;65816;;;;;;;;;;;;;;;;;;;;;;
TC-LLS;65817;;;;;;;;;;;;;;;;;;;;;;
TC-LLT;65818;;;;;;;;;;;;;;;;;;;;;;
TC-LLU;65819;;;;;;;;;;;;;;;;;;;;;;
TC-LNA;874;;;;;;;;;;;;;;;;;;;;;;
TC-LNB;939;;;;;;;;;;;;;;;;;;;;;;
TC-LNC;1696;;;;;;;;;;;;;;;;;;;;;;
TC-LND;1704;;;;;;;;;;;;;;;;;;;;;;
TC-LNE;1706;;;;;;;;;;;;;;;;;;;;;;
TC-LNF;1713;;;;;;;;;;;;;;;;;;;;;;
TC-LNG;1718;;;;;;;;;;;;;;;;;;;;;;
TC-LOA;1483;;;;;;;;;;;;;;;;;;;;;;
TC-LOB;1491;;;;;;;;;;;;;;;;;;;;;;
TC-LOC;1542;;;;;;;;;;;;;;;;;;;;;;
TC-LOD;1554;;;;;;;;;;;;;;;;;;;;;;
TC-LOE;1592;;;;;;;;;;;;;;;;;;;;;;
TC-LOF;1635;;;;;;;;;;;;;;;;;;;;;;
TC-LOG;1651;;;;;;;;;;;;;;;;;;;;;;
TC-LOH;1213;;;;;;;;;;;;;;;;;;;;;;
TC-LOI;1221;;;;;;;;;;;;;;;;;;;;;;
TC-LOJ;01607;;;;;;;;;;;;;;;;;;;;;;
TC-LOK;01624;;;;;;;;;;;;;;;;;;;;;;
TC-LOL;1098;;;;;;;;;;;;;;;;;;;;;;
TC-LSA;08155;;;;;;;;;;;;;;;;;;;;;;
TC-LSB;08257;;;;;;;;;;;;;;;;;;;;;;
TC-LSC;08617;;;;;;;;;;;;;;;;;;;;;;
TC-LSD;08727;;;;;;;;;;;;;;;;;;;;;;
TC-LSE;08732;;;;;;;;;;;;;;;;;;;;;;
TC-LSF;08740;;;;;;;;;;;;;;;;;;;;;;
TC-LSG;08794;;;;;;;;;;;;;;;;;;;;;;
TC-LSH;08919;;;;;;;;;;;;;;;;;;;;;;
TC-LSJ;08957;;;;;;;;;;;;;;;;;;;;;;
TC-LSK;09082;;;;;;;;;;;;;;;;;;;;;;
TC-LSL;09000;;;;;;;;;;;;;;;;;;;;;;
TC-LSM;09044;;;;;;;;;;;;;;;;;;;;;;
TC-LSN;09076;;;;;;;;;;;;;;;;;;;;;;
TC-LSO;09095;;;;;;;;;;;;;;;;;;;;;;
TC-LSP;09109;;;;;;;;;;;;;;;;;;;;;;
TC-LSR;09138;;;;;;;;;;;;;;;;;;;;;;
TC-LSS;09157;;;;;;;;;;;;;;;;;;;;;;
TC-LST;09326;;;;;;;;;;;;;;;;;;;;;;
TC-LSU;09376;;;;;;;;;;;;;;;;;;;;;;
TC-LSV;09496;;;;;;;;;;;;;;;;;;;;;;
TC-LSY;09415;;;;;;;;;;;;;;;;;;;;;;
TC-LSZ;09452;;;;;;;;;;;;;;;;;;;;;;
TC-LTA;09567;;;;;;;;;;;;;;;;;;;;;;
TC-LTB;10125;;;;;;;;;;;;;;;;;;;;;;
TC-LTC;10143;;;;;;;;;;;;;;;;;;;;;;
TC-LTD;10222;;;;;;;;;;;;;;;;;;;;;;
TC-LTE;10259;;;;;;;;;;;;;;;;;;;;;;
TC-LTF;10346;;;;;;;;;;;;;;;;;;;;;;
TC-LTG;10375;;;;;;;;;;;;;;;;;;;;;;
TC-LTH;10382;;;;;;;;;;;;;;;;;;;;;;
TC-LTI;10367;;;;;;;;;;;;;;;;;;;;;;
TC-LTJ;10723;;;;;;;;;;;;;;;;;;;;;;
TC-LTK;10751;;;;;;;;;;;;;;;;;;;;;;
TC-LTL;10878;;;;;;;;;;;;;;;;;;;;;;
TC-LTM;10854;;;;;;;;;;;;;;;;;;;;;;
TC-LTN;11048;;;;;;;;;;;;;;;;;;;;;;
TC-LTO;10947;;;;;;;;;;;;;;;;;;;;;;
TC-LTP;11148;;;;;;;;;;;;;;;;;;;;;;
TC-LTR;11212;;;;;;;;;;;;;;;;;;;;;;
TC-LTS;11110;;;;;;;;;;;;;;;;;;;;;;
TC-LTT;11144;;;;;;;;;;;;;;;;;;;;;;
TC-LTU;11239;;;;;;;;;;;;;;;;;;;;;;
TC-LTV;11312;;;;;;;;;;;;;;;;;;;;;;
TC-LTY;11390;;;;;;;;;;;;;;;;;;;;;;
TC-LTZ;11249;;;;;;;;;;;;;;;;;;;;;;
TC-LUA;10128;;;;;;;;;;;;;;;;;;;;;;
TC-LUB;10272;;;;;;;;;;;;;;;;;;;;;;
TC-LUC;10275;;;;;;;;;;;;;;;;;;;;;;
TC-LUD;10317;;;;;;;;;;;;;;;;;;;;;;
TC-LUE;10331;;;;;;;;;;;;;;;;;;;;;;
TC-LUF;10380;;;;;;;;;;;;;;;;;;;;;;
TC-LUG;10434;;;;;;;;;;;;;;;;;;;;;;
TC-LUH;10441;;;;;;;;;;;;;;;;;;;;;;
TC-LUI;10756;;;;;;;;;;;;;;;;;;;;;;
TC-LUJ;10883;;;;;;;;;;;;;;;;;;;;;;
TC-LUK;11103;;;;;;;;;;;;;;;;;;;;;;
TC-LUL;11090;;;;;;;;;;;;;;;;;;;;;;
TC-LUM;10973;;;;;;;;;;;;;;;;;;;;;;
TC-LUN;11037;;;;;;;;;;;;;;;;;;;;;;
TC-LUO;11147;;;;;;;;;;;;;;;;;;;;;;
TC-LYA;60062;;;;;;;;;;;;;;;;;;;;;;
TC-LYB;60063;;;;;;;;;;;;;;;;;;;;;;
TC-LYC;60064;;;;;;;;;;;;;;;;;;;;;;
TC-LYD;60065;;;;;;;;;;;;;;;;;;;;;;
TC-LYE;60066;;;;;;;;;;;;;;;;;;;;;;
TC-MAA;6402;;;;;;;;;;;;;;;;;;;;;;
TC-MAO;0;;;;;;;;;;;;;;;;;;;;;;
TC-MCA;755;;;;;;;;;;;;;;;;;;;;;;
TC-MCC;734;;;;;;;;;;;;;;;;;;;;;;
TC-MCD;521;;;;;;;;;;;;;;;;;;;;;;
TC-MCE;525;;;;;;;;;;;;;;;;;;;;;;
TC-MCG;739;;;;;;;;;;;;;;;;;;;;;;
TC-MCM;879;;;;;;;;;;;;;;;;;;;;;;
TC-MCN;889;;;;;;;;;;;;;;;;;;;;;;
TC-MCT;26559;;;;;;;;;;;;;;;;;;;;;;
TC-MCZ;1332;;;;;;;;;;;;;;;;;;;;;;
TC-MKB;65901;;;;;;;;;;;;;;;;;;;;;;
TC-MKC;65900;;;;;;;;;;;;;;;;;;;;;;
TC-MKD;65186;;;;;;;;;;;;;;;;;;;;;;
TC-MKE;43334;;;;;;;;;;;;;;;;;;;;;;
TC-MKF;43340;;;;;;;;;;;;;;;;;;;;;;
TC-MKS;64936;;;;;;;;;;;;;;;;;;;;;;
TC-MKZ;61855;;;;;;;;;;;;;;;;;;;;;;
TC-MNV;758;;;;;;;;;;;;;;;;;;;;;;
TC-MZA;4249;;;;;;;;;;;;;;;;;;;;;;
TC-MZH;1224;;;;;;;;;;;;;;;;;;;;;;
TC-NBA;7140;;;;;;;;;;;;;;;;;;;;;;
TC-NBB;7147;;;;;;;;;;;;;;;;;;;;;;
TC-NBC;7185;;;;;;;;;;;;;;;;;;;;;;
TC-NBD;7162;;;;;;;;;;;;;;;;;;;;;;
TC-NBE;7380;;;;;;;;;;;;;;;;;;;;;;
TC-NBF;7321;;;;;;;;;;;;;;;;;;;;;;
TC-NBG;7359;;;;;;;;;;;;;;;;;;;;;;
TC-NBH;7399;;;;;;;;;;;;;;;;;;;;;;
TC-NBI;7429;;;;;;;;;;;;;;;;;;;;;;
TC-NBJ;7703;;;;;;;;;;;;;;;;;;;;;;
TC-NBK;7786;;;;;;;;;;;;;;;;;;;;;;
TC-NBL;7850;;;;;;;;;;;;;;;;;;;;;;
TC-NBM;7990;;;;;;;;;;;;;;;;;;;;;;
TC-NBN;8020;;;;;;;;;;;;;;;;;;;;;;
TC-NBO;8048;;;;;;;;;;;;;;;;;;;;;;
TC-NBP;8113;;;;;;;;;;;;;;;;;;;;;;
TC-NBR;8136;;;;;;;;;;;;;;;;;;;;;;
TC-NBS;8198;;;;;;;;;;;;;;;;;;;;;;
TC-NBT;8214;;;;;;;;;;;;;;;;;;;;;;
TC-NBU;8247;;;;;;;;;;;;;;;;;;;;;;
TC-NBV;8272;;;;;;;;;;;;;;;;;;;;;;
TC-NBY;8292;;;;;;;;;;;;;;;;;;;;;;
TC-NBZ;8792;;;;;;;;;;;;;;;;;;;;;;
TC-NCA;8868;;;;;;;;;;;;;;;;;;;;;;
TC-NCB;8884;;;;;;;;;;;;;;;;;;;;;;
TC-NCC;8904;;;;;;;;;;;;;;;;;;;;;;
TC-NCD;9114;;;;;;;;;;;;;;;;;;;;;;
TC-NCE;8875;;;;;;;;;;;;;;;;;;;;;;
TC-NCF;8956;;;;;;;;;;;;;;;;;;;;;;
TC-NCG;8863;;;;;;;;;;;;;;;;;;;;;;
TC-NCH;8962;;;;;;;;;;;;;;;;;;;;;;
TC-NCI;9373;;;;;;;;;;;;;;;;;;;;;;
TC-NCJ;09307;;;;;;;;;;;;;;;;;;;;;;
TC-NCK;9393;;;;;;;;;;;;;;;;;;;;;;
TC-NCL;9411;;;;;;;;;;;;;;;;;;;;;;
TC-NCM;9488;;;;;;;;;;;;;;;;;;;;;;
TC-NCN;9491;;;;;;;;;;;;;;;;;;;;;;
TC-NCO;10096;;;;;;;;;;;;;;;;;;;;;;
TC-NCP;9576;;;;;;;;;;;;;;;;;;;;;;
TC-NCS;10166;;;;;;;;;;;;;;;;;;;;;;
TC-NCT;10269;;;;;;;;;;;;;;;;;;;;;;
TC-NCU;10404;;;;;;;;;;;;;;;;;;;;;;
TC-NCV;10453;;;;;;;;;;;;;;;;;;;;;;
TC-NCY;10465;;;;;;;;;;;;;;;;;;;;;;
TC-NCZ;10527;;;;;;;;;;;;;;;;;;;;;;
TC-NKA;4321;;;;;;;;;;;;;;;;;;;;;;
TC-NYA;497;;;;;;;;;;;;;;;;;;;;;;
TC-NYB;597;;;;;;;;;;;;;;;;;;;;;;
TC-NYP;1082;;;;;;;;;;;;;;;;;;;;;;
TC-OBG;916;;;;;;;;;;;;;;;;;;;;;;
TC-OBK;792;;;;;;;;;;;;;;;;;;;;;;
TC-OBS;543;;;;;;;;;;;;;;;;;;;;;;
TC-OBU;661;;;;;;;;;;;;;;;;;;;;;;
TC-OBV;806;;;;;;;;;;;;;;;;;;;;;;
TC-OBY;810;;;;;;;;;;;;;;;;;;;;;;
TC-OCA;72;;;;;;;;;;;;;;;;;;;;;;
TC-OCB;98;;;;;;;;;;;;;;;;;;;;;;
TC-OCC;143;;;;;;;;;;;;;;;;;;;;;;
TC-OCD;87;;;;;;;;;;;;;;;;;;;;;;
TC-OCE;353;;;;;;;;;;;;;;;;;;;;;;
TC-OCF;362;;;;;;;;;;;;;;;;;;;;;;
TC-OCG;345;;;;;;;;;;;;;;;;;;;;;;
TC-OCH;437;;;;;;;;;;;;;;;;;;;;;;
TC-OCI;625;;;;;;;;;;;;;;;;;;;;;;
TC-OCJ;632;;;;;;;;;;;;;;;;;;;;;;
TC-OCK;404;;;;;;;;;;;;;;;;;;;;;;
TC-OCL;316;;;;;;;;;;;;;;;;;;;;;;
TC-OCM;491;;;;;;;;;;;;;;;;;;;;;;
TC-OCN;509;;;;;;;;;;;;;;;;;;;;;;
TC-OCO;525;;;;;;;;;;;;;;;;;;;;;;
TC-OCS;908;;;;;;;;;;;;;;;;;;;;;;
TC-OCV;501;;;;;;;;;;;;;;;;;;;;;;
TC-ODA;912;;;;;;;;;;;;;;;;;;;;;;
TC-ODB;580;;;;;;;;;;;;;;;;;;;;;;
TC-ODC;3570;;;;;;;;;;;;;;;;;;;;;;
TC-ODD;2594;;;;;;;;;;;;;;;;;;;;;;
TC-ODE;2663;;;;;;;;;;;;;;;;;;;;;;
TC-OEA;771;;;;;;;;;;;;;;;;;;;;;;
TC-OEC;974;;;;;;;;;;;;;;;;;;;;;;
TC-OED;7694;;;;;;;;;;;;;;;;;;;;;;
TC-OEE;8085;;;;;;;;;;;;;;;;;;;;;;
TC-ONJ;385;;;;;;;;;;;;;;;;;;;;;;
TC-ONS;364;;;;;;;;;;;;;;;;;;;;;;
TC-ONUR;ONUR;;;;;;;;;;;;;;;;;;;;;;
TC-PIB;0;;;;;;;;;;;;;;;;;;;;;;
TC-PIC;0;;;;;;;;;;;;;;;;;;;;;;
TC-PID;0;;;;;;;;;;;;;;;;;;;;;;
TC-PIE;0;;;;;;;;;;;;;;;;;;;;;;
TC-RBA;8936;;;;;;;;;;;;;;;;;;;;;;
TC-RBB;8979;;;;;;;;;;;;;;;;;;;;;;
TC-RBC;09281;;;;;;;;;;;;;;;;;;;;;;
TC-RBD;09349;;;;;;;;;;;;;;;;;;;;;;
TC-RBE;09462;;;;;;;;;;;;;;;;;;;;;;
TC-RBF;9495;;;;;;;;;;;;;;;;;;;;;;
TC-RBG;10007;;;;;;;;;;;;;;;;;;;;;;
TC-RBH;10523;;;;;;;;;;;;;;;;;;;;;;
TC-RBI;10834;;;;;;;;;;;;;;;;;;;;;;
TC-RBJ;10639;;;;;;;;;;;;;;;;;;;;;;
TC-RBK;10679;;;;;;;;;;;;;;;;;;;;;;
TC-RBL;10611;;;;;;;;;;;;;;;;;;;;;;
TC-RBM;10739;;;;;;;;;;;;;;;;;;;;;;
TC-RBN;10913;;;;;;;;;;;;;;;;;;;;;;
TC-RBO;10814;;;;;;;;;;;;;;;;;;;;;;
TC-RBP;10962;;;;;;;;;;;;;;;;;;;;;;
TC-RBR;11029;;;;;;;;;;;;;;;;;;;;;;
TC-RBS;10953;;;;;;;;;;;;;;;;;;;;;;
TC-RBT;10924;;;;;;;;;;;;;;;;;;;;;;
TC-RBU;10917;;;;;;;;;;;;;;;;;;;;;;
TC-RBV;10925;;;;;;;;;;;;;;;;;;;;;;
TC-RBY;10976;;;;;;;;;;;;;;;;;;;;;;
TC-RBZ;10938;;;;;;;;;;;;;;;;;;;;;;
TC-REC;4246;;;;;;;;;;;;;;;;;;;;;;
TC-SAE;34757;;;;;;;;;;;;;;;;;;;;;;
TC-SAH;35092;;;;;;;;;;;;;;;;;;;;;;
TC-SAI;33818 ;;;;;;;;;;;;;;;;;;;;;;
TC-SAJ;33819;;;;;;;;;;;;;;;;;;;;;;
TC-SAK;33820;;;;;;;;;;;;;;;;;;;;;;
TC-SAL;34758;;;;;;;;;;;;;;;;;;;;;;
TC-SAO;34753;;;;;;;;;;;;;;;;;;;;;;
TC-SAP;34755;;;;;;;;;;;;;;;;;;;;;;
TC-SAU;34958;;;;;;;;;;;;;;;;;;;;;;
TC-SAV;34959 ;;;;;;;;;;;;;;;;;;;;;;
TC-SAZ;34759;;;;;;;;;;;;;;;;;;;;;;
TC-SBB;34760;;;;;;;;;;;;;;;;;;;;;;
TC-SBE;29644;;;;;;;;;;;;;;;;;;;;;;
TC-SBF;30296;;;;;;;;;;;;;;;;;;;;;;
TC-SBG;28071;;;;;;;;;;;;;;;;;;;;;;
TC-SBI;29920;;;;;;;;;;;;;;;;;;;;;;
TC-SBJ;29916;;;;;;;;;;;;;;;;;;;;;;
TC-SBM;29918;;;;;;;;;;;;;;;;;;;;;;
TC-SBN;32690;;;;;;;;;;;;;;;;;;;;;;
TC-SBP;32672;;;;;;;;;;;;;;;;;;;;;;
TC-SBR;32693;;;;;;;;;;;;;;;;;;;;;;
TC-SBS;29917;;;;;;;;;;;;;;;;;;;;;;
TC-SBV;32736;;;;;;;;;;;;;;;;;;;;;;
TC-SBZ;28628;;;;;;;;;;;;;;;;;;;;;;
TC-SCD;41805;;;;;;;;;;;;;;;;;;;;;;
TC-SCE;41808;;;;;;;;;;;;;;;;;;;;;;
TC-SCF;40554;;;;;;;;;;;;;;;;;;;;;;
TC-SCG;40555;;;;;;;;;;;;;;;;;;;;;;
TC-SCK;39428;;;;;;;;;;;;;;;;;;;;;;
TC-SCL;39430;;;;;;;;;;;;;;;;;;;;;;
TC-SED;32361;;;;;;;;;;;;;;;;;;;;;;
TC-SEE;32363;;;;;;;;;;;;;;;;;;;;;;
TC-SEI;61170;;;;;;;;;;;;;;;;;;;;;;
TC-SEJ;61171;;;;;;;;;;;;;;;;;;;;;;
TC-SEK;61172;;;;;;;;;;;;;;;;;;;;;;
TC-SEM;61173;;;;;;;;;;;;;;;;;;;;;;
TC-SEN;61174;;;;;;;;;;;;;;;;;;;;;;
TC-SEO;61178;;;;;;;;;;;;;;;;;;;;;;
TC-SEP;61180;;;;;;;;;;;;;;;;;;;;;;
TC-SEU;61181;;;;;;;;;;;;;;;;;;;;;;
TC-SEY;61182;;;;;;;;;;;;;;;;;;;;;;
TC-SEZ;61183;;;;;;;;;;;;;;;;;;;;;;
TC-SGM;592;;;;;;;;;;;;;;;;;;;;;;
TC-SGX;37751;;;;;;;;;;;;;;;;;;;;;;
TC-SMA;63603;;;;;;;;;;;;;;;;;;;;;;
TC-SMB;63604;;;;;;;;;;;;;;;;;;;;;;
TC-SMD;63605;;;;;;;;;;;;;;;;;;;;;;
TC-SME;63607;;;;;;;;;;;;;;;;;;;;;;
TC-SNF;36529;;;;;;;;;;;;;;;;;;;;;;
TC-SNG;36530;;;;;;;;;;;;;;;;;;;;;;
TC-SNH;30826;;;;;;;;;;;;;;;;;;;;;;
TC-SNI;29671;;;;;;;;;;;;;;;;;;;;;;
TC-SNJ;30827;;;;;;;;;;;;;;;;;;;;;;
TC-SNM;33023;;;;;;;;;;;;;;;;;;;;;;
TC-SNN;40775;;;;;;;;;;;;;;;;;;;;;;
TC-SNO;40776 ;;;;;;;;;;;;;;;;;;;;;;
TC-SNP;40777;;;;;;;;;;;;;;;;;;;;;;
TC-SNR;40754;;;;;;;;;;;;;;;;;;;;;;
TC-SNT;40755;;;;;;;;;;;;;;;;;;;;;;
TC-SNU;40756;;;;;;;;;;;;;;;;;;;;;;
TC-SNV;28072;;;;;;;;;;;;;;;;;;;;;;
TC-SNY;27981;;;;;;;;;;;;;;;;;;;;;;
TC-SNZ;28616;;;;;;;;;;;;;;;;;;;;;;
TC-SOA;61184;;;;;;;;;;;;;;;;;;;;;;
TC-SOB;61175;;;;;;;;;;;;;;;;;;;;;;
TC-SOC;61333;;;;;;;;;;;;;;;;;;;;;;
TC-SOD;61176;;;;;;;;;;;;;;;;;;;;;;
TC-SOE;61177;;;;;;;;;;;;;;;;;;;;;;
TC-SOF;61191;;;;;;;;;;;;;;;;;;;;;;
TC-SOG;61179;;;;;;;;;;;;;;;;;;;;;;
TC-SOH;61193;;;;;;;;;;;;;;;;;;;;;;
TC-SOI;61200;;;;;;;;;;;;;;;;;;;;;;
TC-SOJ;61201;;;;;;;;;;;;;;;;;;;;;;
TC-SOK;61202;;;;;;;;;;;;;;;;;;;;;;
TC-SOL;61203;;;;;;;;;;;;;;;;;;;;;;
TC-SOM;61204;;;;;;;;;;;;;;;;;;;;;;
TC-SON;30827;;;;;;;;;;;;;;;;;;;;;;
TC-SOO;33558;;;;;;;;;;;;;;;;;;;;;;
TC-SOP;33562;;;;;;;;;;;;;;;;;;;;;;
TC-SOR;33563;;;;;;;;;;;;;;;;;;;;;;
TC-SOT;28178;;;;;;;;;;;;;;;;;;;;;;
TC-SOU;30420;;;;;;;;;;;;;;;;;;;;;;
TC-SOV;40776;;;;;;;;;;;;;;;;;;;;;;
TC-SOY;40777;;;;;;;;;;;;;;;;;;;;;;
TC-SOZ;29649;;;;;;;;;;;;;;;;;;;;;;
TC-SPA;29684;;;;;;;;;;;;;;;;;;;;;;
TC-SPB;30272;;;;;;;;;;;;;;;;;;;;;;
TC-SPC;34894;;;;;;;;;;;;;;;;;;;;;;
TC-SPD;34985;;;;;;;;;;;;;;;;;;;;;;
TC-SPE;36530;;;;;;;;;;;;;;;;;;;;;;
TC-SPF;39093;;;;;;;;;;;;;;;;;;;;;;
TC-SPG;30806;;;;;;;;;;;;;;;;;;;;;;
TC-SPH;38177;;;;;;;;;;;;;;;;;;;;;;
TC-SPI;40725;;;;;;;;;;;;;;;;;;;;;;
TC-SPJ;40720;;;;;;;;;;;;;;;;;;;;;;
TC-SUA;0;;;;;;;;;;;;;;;;;;;;;;
TC-SUB;0;;;;;;;;;;;;;;;;;;;;;;
TC-SUC;0;;;;;;;;;;;;;;;;;;;;;;
TC-SUD;0;;;;;;;;;;;;;;;;;;;;;;
TC-SUE;0;;;;;;;;;;;;;;;;;;;;;;
TC-SUF;0;;;;;;;;;;;;;;;;;;;;;;
TC-SUO;30272;;;;;;;;;;;;;;;;;;;;;;
TC-SUU;30274;;;;;;;;;;;;;;;;;;;;;;
TC-SUY;30806;;;;;;;;;;;;;;;;;;;;;;
TC-TAF;172S12794;;;;;;;;;;;;;;;;;;;;;;
TC-TAH;42.N011;;;;;;;;;;;;;;;;;;;;;;
TC-TAK;172S10854;;;;;;;;;;;;;;;;;;;;;;
TC-TAL;172S10869;;;;;;;;;;;;;;;;;;;;;;
TC-TAM;172S10882;;;;;;;;;;;;;;;;;;;;;;
TC-TAO;172S10900;;;;;;;;;;;;;;;;;;;;;;
TC-TAP;42-244;;;;;;;;;;;;;;;;;;;;;;
TC-TAS;172S10107;;;;;;;;;;;;;;;;;;;;;;
TC-TAZ;172S10106;;;;;;;;;;;;;;;;;;;;;;
TC-TBB;40.N146;;;;;;;;;;;;;;;;;;;;;;
TC-TBC;40.N147;;;;;;;;;;;;;;;;;;;;;;
TC-TBD;40.N165;;;;;;;;;;;;;;;;;;;;;;
TC-TBE;40.N166;;;;;;;;;;;;;;;;;;;;;;
TC-TBF;40.N167;;;;;;;;;;;;;;;;;;;;;;
TC-TBG;40.N168;;;;;;;;;;;;;;;;;;;;;;
TC-TBH;172S11407;;;;;;;;;;;;;;;;;;;;;;
TC-TBI;172S11408;;;;;;;;;;;;;;;;;;;;;;
TC-TBJ;172S11409;;;;;;;;;;;;;;;;;;;;;;
TC-TDA;42.N062;;;;;;;;;;;;;;;;;;;;;;
TC-TDB;42.N063;;;;;;;;;;;;;;;;;;;;;;
TC-TDC;42.N064;;;;;;;;;;;;;;;;;;;;;;
TC-TDD;42.N065;;;;;;;;;;;;;;;;;;;;;;
TC-TDE;42.N066;;;;;;;;;;;;;;;;;;;;;;
TC-TDF;42.N067;;;;;;;;;;;;;;;;;;;;;;
TC-THF;0;;;;;;;;;;;;;;;;;;;;;;
